"obs","school","schgender","avg","score16","score11","sex"
1019,14,"mixed",0.3264402,0.5443412,1.0323172,"M"
1020,15,"mixed",0.2702882,-0.85267,-0.620713,"F"
1021,15,"mixed",0.2702882,-0.197611,0.2058022,"F"
1022,15,"mixed",0.2702882,-0.623051,-0.786016,"F"
1023,15,"mixed",0.2702882,-0.129085,-0.042152,"F"
1024,15,"mixed",0.2702882,0.1340672,0.8670142,"M"
1025,15,"mixed",0.2702882,2.2031212,0.9496652,"M"
1026,15,"mixed",0.2702882,1.5792202,1.6108772,"F"
1027,15,"mixed",0.2702882,0.2613242,1.0323172,"M"
1028,15,"mixed",0.2702882,-1.219486,1.0323172,"M"
1029,15,"mixed",0.2702882,1.5792202,1.6935282,"M"
1030,15,"mixed",0.2702882,1.8138272,1.3629222,"F"
1031,15,"mixed",0.2702882,0.6107292,0.0404992,"F"
1032,15,"mixed",0.2702882,0.0735362,0.2058022,"F"
1033,15,"mixed",0.2702882,0.1941492,-0.207455,"M"
1034,15,"mixed",0.2702882,0.4781942,-0.042152,"F"
1035,15,"mixed",0.2702882,-0.492781,0.2058022,"F"
1036,15,"mixed",0.2702882,-0.623051,-0.786016,"M"
1037,15,"mixed",0.2702882,0.6107292,1.1149682,"M"
1038,15,"mixed",0.2702882,-0.419801,-1.03397,"M"
1039,15,"mixed",0.2702882,-1.962075,-0.868667,"F"
1040,15,"mixed",0.2702882,1.1094382,1.1149682,"M"
1041,15,"mixed",0.2702882,-0.85267,-0.620713,"M"
1042,15,"mixed",0.2702882,0.3280722,0.2884532,"F"
1043,15,"mixed",0.2702882,-1.335315,-0.207455,"M"
1044,15,"mixed",0.2702882,0.8219882,1.1976192,"F"
1045,15,"mixed",0.2702882,0.3280722,1.3629222,"M"
1046,15,"mixed",0.2702882,1.1094382,1.1976192,"F"
1047,15,"mixed",0.2702882,-0.492781,0.7017112,"F"
1048,15,"mixed",0.2702882,-0.338842,1.2802712,"F"
1049,15,"mixed",0.2702882,-0.197611,-0.290107,"M"
1050,15,"mixed",0.2702882,-0.85267,0.0404992,"M"
1051,15,"mixed",0.2702882,-1.62373,0.1231502,"F"
1052,15,"mixed",0.2702882,0.1941492,-0.042152,"M"
1053,15,"mixed",0.2702882,-1.62373,-0.951318,"M"
1054,15,"mixed",0.2702882,-0.129085,-0.290107,"M"
1055,15,"mixed",0.2702882,-0.85267,-0.372758,"F"
1056,15,"mixed",0.2702882,-0.197611,-0.538061,"F"
1057,15,"mixed",0.2702882,0.6787592,1.1149682,"F"
1058,15,"mixed",0.2702882,-0.939378,-0.207455,"M"
1059,15,"mixed",0.2702882,-0.939378,-0.207455,"M"
1060,15,"mixed",0.2702882,0.1340672,0.5364082,"F"
1061,15,"mixed",0.2702882,-0.265159,0.5364082,"F"
1062,15,"mixed",0.2702882,-1.118624,-1.03397,"M"
1063,15,"mixed",0.2702882,-1.029067,-1.364576,"F"
1064,15,"mixed",0.2702882,-0.85267,-0.951318,"F"
1065,15,"mixed",0.2702882,-0.062088,-0.124804,"F"
1066,15,"mixed",0.2702882,1.4395322,0.2884532,"F"
1067,15,"mixed",0.2702882,-0.265159,0.1231502,"F"
1068,15,"mixed",0.2702882,1.9003352,0.7843622,"F"
1069,15,"mixed",0.2702882,-0.062088,-0.620713,"M"
1070,15,"mixed",0.2702882,-1.219486,0.2058022,"M"
1071,15,"mixed",0.2702882,-1.118624,-1.03397,"F"
1072,15,"mixed",0.2702882,0.0043222,1.4455742,"F"
1073,15,"mixed",0.2702882,-0.623051,-0.538061,"M"
1074,15,"mixed",0.2702882,2.1029752,1.6108772,"F"
1075,15,"mixed",0.2702882,0.9675862,1.1976192,"M"
1076,15,"mixed",0.2702882,-0.699505,-0.620713,"M"
1077,15,"mixed",0.2702882,-0.85267,-0.703364,"F"
1078,15,"mixed",0.2702882,0.4781942,-0.45541,"F"
1079,15,"mixed",0.2702882,0.4026692,2.1067862,"F"
1080,15,"mixed",0.2702882,1.1094382,1.2802712,"M"
1081,15,"mixed",0.2702882,1.5792202,0.7017112,"M"
1082,15,"mixed",0.2702882,-0.062088,0.3711052,"M"
1083,15,"mixed",0.2702882,0.1340672,0.2884532,"F"
1084,15,"mixed",0.2702882,-0.419801,0.3711052,"M"
1085,15,"mixed",0.2702882,0.6107292,0.3711052,"F"
1086,15,"mixed",0.2702882,-0.197611,-0.372758,"M"
1087,15,"mixed",0.2702882,0.6107292,1.5282252,"M"
1088,15,"mixed",0.2702882,-2.510121,-0.620713,"M"
1089,15,"mixed",0.2702882,1.3101422,0.6190592,"F"
1090,15,"mixed",0.2702882,1.1758492,1.1149682,"M"
1091,15,"mixed",0.2702882,-1.438662,0.2884532,"F"
1092,15,"mixed",0.2702882,0.1941492,-0.042152,"M"
1093,15,"mixed",0.2702882,-0.623051,0.9496652,"F"
1094,15,"mixed",0.2702882,-0.197611,0.0404992,"F"
1095,15,"mixed",0.2702882,-0.555112,0.5364082,"M"
1096,15,"mixed",0.2702882,-0.555112,1.6108772,"M"
1097,15,"mixed",0.2702882,1.5792202,0.7843622,"M"
1098,15,"mixed",0.2702882,-1.029067,-0.042152,"F"
1099,15,"mixed",0.2702882,-0.062088,0.0404992,"F"
1100,15,"mixed",0.2702882,-1.62373,-0.45541,"M"
1101,15,"mixed",0.2702882,0.6787592,-0.620713,"F"
1102,15,"mixed",0.2702882,1.1094382,1.6108772,"M"
1103,15,"mixed",0.2702882,-0.265159,-1.03397,"M"
1104,15,"mixed",0.2702882,0.6107292,-0.042152,"M"
1105,15,"mixed",0.2702882,0.7472282,1.4455742,"M"
1106,15,"mixed",0.2702882,-0.419801,0.7017112,"M"
1107,15,"mixed",0.2702882,-0.776109,-0.124804,"M"
1108,15,"mixed",0.2702882,-0.623051,0.6190592,"M"
1109,15,"mixed",0.2702882,-0.265159,0.0404992,"F"
1110,15,"mixed",0.2702882,0.0043222,0.6190592,"M"
1111,16,"girls",0.3232042,0.4781942,0.9496652,"F"
1112,16,"girls",0.3232042,-0.85267,0.4537562,"F"
1113,16,"girls",0.3232042,0.7472282,-1.281924,"F"
1114,16,"girls",0.3232042,1.0396082,0.5364082,"F"
1115,16,"girls",0.3232042,0.8219882,1.1149682,"F"
1116,16,"girls",0.3232042,-0.776109,0.6190592,"F"
1117,16,"girls",0.3232042,-0.129085,0.8670142,"F"
1118,16,"girls",0.3232042,0.0043222,1.4455742,"F"
1119,16,"girls",0.3232042,0.6787592,1.9414832,"F"
1120,16,"girls",0.3232042,-0.062088,1.3629222,"F"
1121,16,"girls",0.3232042,-0.062088,-0.538061,"F"
1122,16,"girls",0.3232042,-0.85267,2.2720892,"F"
1123,16,"girls",0.3232042,0.1941492,0.9496652,"F"
1124,16,"girls",0.3232042,0.0043222,0.3711052,"F"
1125,16,"girls",0.3232042,-0.265159,-0.042152,"F"
1126,16,"girls",0.3232042,-1.962075,-0.042152,"F"
1127,16,"girls",0.3232042,0.6107292,1.1149682,"F"
1128,16,"girls",0.3232042,0.0043222,1.0323172,"F"
1129,16,"girls",0.3232042,-0.939378,-0.620713,"F"
1130,16,"girls",0.3232042,0.3280722,-0.45541,"F"
1131,16,"girls",0.3232042,-0.492781,0.3711052,"F"
1132,16,"girls",0.3232042,0.4026692,1.4455742,"F"
1133,16,"girls",0.3232042,-0.129085,0.3711052,"F"
1134,16,"girls",0.3232042,-1.723882,-0.290107,"F"
1135,16,"girls",0.3232042,-2.108644,0.0404992,"F"
1136,16,"girls",0.3232042,-0.939378,0.4537562,"F"
1137,16,"girls",0.3232042,0.3280722,-0.042152,"F"
1138,16,"girls",0.3232042,0.3280722,0.6190592,"F"
1139,16,"girls",0.3232042,-0.699505,-0.620713,"F"
1140,16,"girls",0.3232042,-0.419801,1.2802712,"F"
1141,16,"girls",0.3232042,-0.265159,0.6190592,"F"
1142,16,"girls",0.3232042,-0.062088,0.5364082,"F"
1143,16,"girls",0.3232042,-0.492781,-0.207455,"F"
1144,16,"girls",0.3232042,-1.029067,-0.786016,"F"
1145,16,"girls",0.3232042,-1.962075,-0.620713,"F"
1146,16,"girls",0.3232042,0.3280722,0.8670142,"F"
1147,16,"girls",0.3232042,-1.62373,0.2884532,"F"
1148,16,"girls",0.3232042,0.4781942,0.5364082,"F"
1149,16,"girls",0.3232042,0.8219882,0.1231502,"F"
1150,16,"girls",0.3232042,-0.776109,-0.372758,"F"
1151,16,"girls",0.3232042,0.6107292,0.5364082,"F"
1152,16,"girls",0.3232042,-0.623051,-0.290107,"F"
1153,16,"girls",0.3232042,-0.419801,0.6190592,"F"
1154,16,"girls",0.3232042,-1.526653,-0.620713,"F"
1155,16,"girls",0.3232042,-0.555112,1.2802712,"F"
1156,16,"girls",0.3232042,-1.335315,-1.529879,"F"
1157,16,"girls",0.3232042,-0.265159,-0.124804,"F"
1158,16,"girls",0.3232042,-1.219486,-0.372758,"F"
1159,16,"girls",0.3232042,-0.197611,0.8670142,"F"
1160,16,"girls",0.3232042,-0.419801,0.2884532,"F"
1161,16,"girls",0.3232042,-0.129085,0.2058022,"F"
1162,16,"girls",0.3232042,-0.338842,-1.695182,"F"
1163,16,"girls",0.3232042,-0.419801,1.6108772,"F"
1164,16,"girls",0.3232042,-0.776109,-1.364576,"F"
1165,16,"girls",0.3232042,-0.623051,-0.124804,"F"
1166,16,"girls",0.3232042,0.1340672,0.6190592,"F"
1167,16,"girls",0.3232042,0.1340672,0.0404992,"F"
1168,16,"girls",0.3232042,0.6787592,1.4455742,"F"
1169,16,"girls",0.3232042,0.4026692,0.2058022,"F"
1170,16,"girls",0.3232042,0.6107292,0.7017112,"F"
1171,16,"girls",0.3232042,1.2405332,1.1976192,"F"
1172,16,"girls",0.3232042,-1.219486,-0.042152,"F"
1173,16,"girls",0.3232042,0.0043222,0.6190592,"F"
1174,16,"girls",0.3232042,0.1340672,0.8670142,"F"
1175,16,"girls",0.3232042,-0.338842,-0.124804,"F"
1176,16,"girls",0.3232042,0.9675862,1.1976192,"F"
1177,16,"girls",0.3232042,0.6107292,1.4455742,"F"
1178,16,"girls",0.3232042,0.6787592,0.7017112,"F"
1179,16,"girls",0.3232042,-0.555112,-0.290107,"F"
1180,16,"girls",0.3232042,-0.129085,0.1231502,"F"
1181,16,"girls",0.3232042,-0.265159,1.0323172,"F"
1182,16,"girls",0.3232042,-0.699505,-0.868667,"F"
1183,16,"girls",0.3232042,0.5443412,1.0323172,"F"
1184,16,"girls",0.3232042,-1.219486,-1.61253,"F"
1185,16,"girls",0.3232042,-0.939378,0.2058022,"F"
1186,16,"girls",0.3232042,-0.776109,0.1231502,"F"
1187,16,"girls",0.3232042,-0.338842,-0.951318,"F"
1188,16,"girls",0.3232042,-0.338842,0.6190592,"F"
1189,16,"girls",0.3232042,-0.492781,-0.620713,"F"
1190,16,"girls",0.3232042,0.0043222,1.9414832,"F"
1191,16,"girls",0.3232042,-0.85267,-0.290107,"F"
1192,16,"girls",0.3232042,-0.129085,1.1976192,"F"
1193,16,"girls",0.3232042,-0.776109,0.4537562,"F"
1194,16,"girls",0.3232042,0.8965662,0.5364082,"F"
1195,16,"girls",0.3232042,-0.776109,0.3711052,"F"
1196,16,"girls",0.3232042,0.0043222,0.5364082,"F"
1197,16,"girls",0.3232042,0.4026692,1.1149682,"F"
1198,16,"girls",0.3232042,-0.699505,-1.03397,"F"
1199,17,"mixed",-0.118244,-0.85267,-0.786016,"F"
1200,17,"mixed",-0.118244,0.5443412,-0.290107,"M"
1201,17,"mixed",-0.118244,0.3280722,0.9496652,"F"
1202,17,"mixed",-0.118244,-2.510121,-1.695182,"F"
1203,17,"mixed",-0.118244,-0.338842,-0.538061,"M"
1204,17,"mixed",-0.118244,-0.265159,-2.19109,"M"
1205,17,"mixed",-0.118244,-1.62373,-2.025787,"M"
1206,17,"mixed",-0.118244,-0.197611,-0.124804,"F"
1207,17,"mixed",-0.118244,-0.555112,0.2058022,"F"
1208,17,"mixed",-0.118244,-1.219486,-1.199273,"F"
1209,17,"mixed",-0.118244,-1.526653,-0.538061,"F"
1210,17,"mixed",-0.118244,0.8219882,1.3629222,"F"
1211,17,"mixed",-0.118244,0.0735362,-0.703364,"F"
1212,17,"mixed",-0.118244,0.8965662,-0.207455,"F"
1213,17,"mixed",-0.118244,-0.197611,-1.695182,"F"
1214,17,"mixed",-0.118244,-0.85267,-0.372758,"F"
1215,17,"mixed",-0.118244,0.5443412,1.1976192,"M"
1216,17,"mixed",-0.118244,1.3747412,1.6935282,"F"
1217,17,"mixed",-0.118244,-1.335315,0.0404992,"F"
1218,17,"mixed",-0.118244,-1.118624,-0.538061,"M"
1219,17,"mixed",-0.118244,-2.510121,-1.777833,"F"
1220,17,"mixed",-0.118244,0.3280722,0.3711052,"F"
1221,17,"mixed",-0.118244,-0.419801,0.3711052,"F"
1222,17,"mixed",-0.118244,0.0735362,-2.356393,"F"
1223,17,"mixed",-0.118244,-0.939378,-0.703364,"F"
1224,17,"mixed",-0.118244,-0.265159,-0.207455,"F"
1225,17,"mixed",-0.118244,0.0043222,0.5364082,"M"
1226,17,"mixed",-0.118244,-0.419801,0.9496652,"M"
1227,17,"mixed",-0.118244,0.3280722,-0.538061,"M"
1228,17,"mixed",-0.118244,-0.197611,-1.116621,"F"
1229,17,"mixed",-0.118244,0.4026692,0.6190592,"F"
1230,17,"mixed",-0.118244,0.3280722,2.2720892,"F"
1231,17,"mixed",-0.118244,-0.419801,-0.207455,"F"
1232,17,"mixed",-0.118244,-1.029067,-0.290107,"M"
1233,17,"mixed",-0.118244,0.6107292,-0.124804,"M"
1234,17,"mixed",-0.118244,-1.836687,-2.108439,"M"
1235,17,"mixed",-0.118244,1.1758492,0.6190592,"F"
1236,17,"mixed",-0.118244,-0.419801,-1.695182,"M"
1237,17,"mixed",-0.118244,0.1340672,1.0323172,"F"
1238,17,"mixed",-0.118244,1.1758492,1.8588312,"M"
1239,17,"mixed",-0.118244,-0.555112,0.7017112,"F"
1240,17,"mixed",-0.118244,1.3101422,1.6935282,"F"
1241,17,"mixed",-0.118244,0.5443412,-0.45541,"F"
1242,17,"mixed",-0.118244,-0.197611,0.7843622,"F"
1243,17,"mixed",-0.118244,-2.510121,-1.529879,"F"
1244,17,"mixed",-0.118244,-0.062088,-0.538061,"F"
1245,17,"mixed",-0.118244,-1.118624,-1.03397,"F"
1246,17,"mixed",-0.118244,-1.335315,0.2058022,"M"
1247,17,"mixed",-0.118244,1.1094382,0.9496652,"F"
1248,17,"mixed",-0.118244,0.4026692,2.2720892,"M"
1249,17,"mixed",-0.118244,-0.338842,-0.868667,"F"
1250,17,"mixed",-0.118244,-0.338842,0.2884532,"F"
1251,17,"mixed",-0.118244,-0.129085,-0.124804,"F"
1252,17,"mixed",-0.118244,0.2613242,0.6190592,"F"
1253,17,"mixed",-0.118244,-0.776109,0.3711052,"F"
1254,17,"mixed",-0.118244,-1.335315,-2.686999,"M"
1255,17,"mixed",-0.118244,0.7472282,0.6190592,"F"
1256,17,"mixed",-0.118244,0.8965662,0.6190592,"F"
1257,17,"mixed",-0.118244,-0.419801,-1.199273,"F"
1258,17,"mixed",-0.118244,1.2405332,1.6935282,"F"
1259,17,"mixed",-0.118244,-0.776109,-0.372758,"F"
1260,17,"mixed",-0.118244,0.3280722,-0.042152,"F"
1261,17,"mixed",-0.118244,1.5061852,0.4537562,"M"
1262,17,"mixed",-0.118244,-0.197611,-0.703364,"F"
1263,17,"mixed",-0.118244,0.2613242,-1.943136,"F"
1264,17,"mixed",-0.118244,0.4026692,-0.868667,"F"
1265,17,"mixed",-0.118244,-0.197611,-0.45541,"F"
1266,17,"mixed",-0.118244,-1.438662,-1.447227,"F"
1267,17,"mixed",-0.118244,-0.492781,-0.786016,"F"
1268,17,"mixed",-0.118244,-0.939378,0.1231502,"M"
1269,17,"mixed",-0.118244,0.8965662,1.1149682,"M"
1270,17,"mixed",-0.118244,1.4395322,0.9496652,"F"
1271,17,"mixed",-0.118244,0.0043222,0.2884532,"F"
1272,17,"mixed",-0.118244,-0.338842,0.7017112,"F"
1273,17,"mixed",-0.118244,-1.118624,-0.124804,"F"
1274,17,"mixed",-0.118244,-1.438662,-0.290107,"F"
1275,17,"mixed",-0.118244,0.0735362,-0.45541,"F"
1276,17,"mixed",-0.118244,-1.219486,-1.447227,"M"
1277,17,"mixed",-0.118244,-0.492781,0.5364082,"F"
1278,17,"mixed",-0.118244,0.0043222,0.5364082,"F"
1279,17,"mixed",-0.118244,-0.265159,-0.042152,"F"
1280,17,"mixed",-0.118244,0.1340672,0.6190592,"F"
1281,17,"mixed",-0.118244,0.1941492,-0.207455,"M"
1282,17,"mixed",-0.118244,-1.029067,-0.042152,"F"
1283,17,"mixed",-0.118244,-1.723882,-0.042152,"M"
1284,17,"mixed",-0.118244,0.0043222,0.4537562,"M"
1285,17,"mixed",-0.118244,-0.265159,-1.447227,"F"
1286,17,"mixed",-0.118244,-0.623051,-0.620713,"F"
1287,17,"mixed",-0.118244,-0.623051,-0.620713,"F"
1288,17,"mixed",-0.118244,-0.129085,1.6108772,"M"
1289,17,"mixed",-0.118244,-0.338842,1.6108772,"F"
1290,17,"mixed",-0.118244,-0.939378,0.2058022,"F"
1291,17,"mixed",-0.118244,-0.939378,-0.290107,"M"
1292,17,"mixed",-0.118244,-0.555112,0.7017112,"F"
1293,17,"mixed",-0.118244,1.0396082,1.1149682,"F"
1294,17,"mixed",-0.118244,-0.623051,-0.372758,"F"
1295,17,"mixed",-0.118244,-1.836687,0.1231502,"F"
1296,17,"mixed",-0.118244,0.6787592,0.0404992,"F"
1297,17,"mixed",-0.118244,-1.526653,-0.45541,"F"
1298,17,"mixed",-0.118244,0.7472282,0.0404992,"F"
1299,17,"mixed",-0.118244,1.0396082,3.0159522,"F"
1300,17,"mixed",-0.118244,-0.129085,-1.116621,"F"
1301,17,"mixed",-0.118244,0.2613242,-0.951318,"F"
1302,17,"mixed",-0.118244,0.4026692,0.2884532,"F"
1303,17,"mixed",-0.118244,0.4026692,0.3711052,"F"
1304,17,"mixed",-0.118244,1.3101422,-0.868667,"F"
1305,17,"mixed",-0.118244,1.1758492,-0.45541,"F"
1306,17,"mixed",-0.118244,-2.108644,-0.951318,"F"
1307,17,"mixed",-0.118244,-0.062088,0.1231502,"F"
1308,17,"mixed",-0.118244,-0.85267,-0.290107,"F"
1309,17,"mixed",-0.118244,0.0735362,0.2058022,"F"
1310,17,"mixed",-0.118244,0.2613242,0.2884532,"F"
1311,17,"mixed",-0.118244,0.7472282,0.7843622,"F"
1312,17,"mixed",-0.118244,-0.419801,-1.695182,"M"
1313,17,"mixed",-0.118244,-0.419801,-0.207455,"F"
1314,17,"mixed",-0.118244,1.0396082,0.4537562,"F"
1315,17,"mixed",-0.118244,0.2613242,1.3629222,"M"
1316,17,"mixed",-0.118244,0.4026692,0.0404992,"F"
1317,17,"mixed",-0.118244,-0.492781,0.0404992,"F"
1318,17,"mixed",-0.118244,0.6107292,0.5364082,"F"
1319,17,"mixed",-0.118244,-0.338842,-0.868667,"F"
1320,17,"mixed",-0.118244,-0.699505,-0.290107,"F"
1321,17,"mixed",-0.118244,-0.85267,-0.620713,"M"
1322,17,"mixed",-0.118244,-1.836687,-2.934953,"M"
1323,17,"mixed",-0.118244,-0.776109,0.1231502,"F"
1324,17,"mixed",-0.118244,-3.059543,-1.860484,"M"
1325,18,"girls",0.1424362,-1.335315,0.0404992,"F"
1326,18,"girls",0.1424362,2.2031212,1.6108772,"F"
1327,18,"girls",0.1424362,-0.699505,-0.620713,"F"
1328,18,"girls",0.1424362,-0.129085,-0.620713,"F"
1329,18,"girls",0.1424362,-0.419801,0.5364082,"F"
1330,18,"girls",0.1424362,0.8219882,-0.45541,"F"
1331,18,"girls",0.1424362,-0.419801,-0.124804,"F"
1332,18,"girls",0.1424362,-0.492781,0.0404992,"F"
1333,18,"girls",0.1424362,-0.699505,0.9496652,"F"
1334,18,"girls",0.1424362,-0.129085,-0.042152,"F"
1335,18,"girls",0.1424362,0.6787592,-0.042152,"F"
1336,18,"girls",0.1424362,0.7472282,0.2058022,"F"
1337,18,"girls",0.1424362,-0.492781,0.2884532,"F"
1338,18,"girls",0.1424362,-0.699505,-1.03397,"F"
1339,18,"girls",0.1424362,-1.118624,0.6190592,"F"
1340,18,"girls",0.1424362,-0.197611,0.7843622,"F"
1341,18,"girls",0.1424362,0.3280722,0.9496652,"F"
1342,18,"girls",0.1424362,-1.029067,0.2884532,"F"
1343,18,"girls",0.1424362,0.0043222,0.0404992,"F"
1344,18,"girls",0.1424362,0.9675862,0.8670142,"F"
1345,18,"girls",0.1424362,-0.338842,0.0404992,"F"
1346,18,"girls",0.1424362,0.4026692,0.4537562,"F"
1347,18,"girls",0.1424362,0.0043222,0.5364082,"F"
1348,18,"girls",0.1424362,0.5443412,-0.042152,"F"
1349,18,"girls",0.1424362,-0.265159,-0.372758,"F"
1350,18,"girls",0.1424362,-0.419801,0.5364082,"F"
1351,18,"girls",0.1424362,-0.776109,0.1231502,"F"
1352,18,"girls",0.1424362,-1.723882,-0.290107,"F"
1353,18,"girls",0.1424362,-0.129085,-0.868667,"F"
1354,18,"girls",0.1424362,-1.118624,0.5364082,"F"
1355,18,"girls",0.1424362,0.2613242,0.1231502,"F"
1356,18,"girls",0.1424362,-0.699505,0.0404992,"F"
1357,18,"girls",0.1424362,1.2405332,-1.447227,"F"
1358,18,"girls",0.1424362,-0.776109,-0.207455,"F"
1359,18,"girls",0.1424362,0.4781942,-0.703364,"F"
1360,18,"girls",0.1424362,-1.335315,-0.620713,"F"
1361,18,"girls",0.1424362,0.1941492,0.3711052,"F"
1362,18,"girls",0.1424362,0.8965662,0.2884532,"F"
1363,18,"girls",0.1424362,1.6618062,-0.538061,"F"
1364,18,"girls",0.1424362,-0.555112,-0.620713,"F"
1365,18,"girls",0.1424362,-0.062088,0.8670142,"F"
1366,18,"girls",0.1424362,0.5443412,-0.042152,"F"
1367,18,"girls",0.1424362,-0.129085,0.4537562,"F"
1368,18,"girls",0.1424362,1.4395322,0.5364082,"F"
1369,18,"girls",0.1424362,0.0043222,0.5364082,"F"
1370,18,"girls",0.1424362,0.0043222,0.6190592,"F"
1371,18,"girls",0.1424362,-0.265159,0.0404992,"F"
1372,18,"girls",0.1424362,0.2613242,0.1231502,"F"
1373,18,"girls",0.1424362,-1.029067,0.7017112,"F"
1374,18,"girls",0.1424362,0.0043222,0.3711052,"F"
1375,18,"girls",0.1424362,-0.699505,-0.951318,"F"
1376,18,"girls",0.1424362,-0.062088,-0.620713,"F"
1377,18,"girls",0.1424362,-0.265159,-0.207455,"F"
1378,18,"girls",0.1424362,-0.492781,-0.786016,"F"
1379,18,"girls",0.1424362,-0.623051,0.4537562,"F"
1380,18,"girls",0.1424362,1.4395322,0.2058022,"F"
1381,18,"girls",0.1424362,-1.118624,-0.538061,"F"
1382,18,"girls",0.1424362,0.6787592,0.3711052,"F"
1383,18,"girls",0.1424362,-0.265159,0.1231502,"F"
1384,18,"girls",0.1424362,-0.129085,0.3711052,"F"
1385,18,"girls",0.1424362,0.8219882,-1.447227,"F"
1386,18,"girls",0.1424362,-0.265159,-0.620713,"F"
1387,18,"girls",0.1424362,1.5061852,1.6108772,"F"
1388,18,"girls",0.1424362,0.2613242,0.6190592,"F"
1389,18,"girls",0.1424362,-0.129085,-0.372758,"F"
1390,18,"girls",0.1424362,1.4395322,1.9414832,"F"
1391,18,"girls",0.1424362,-0.939378,1.1976192,"F"
1392,18,"girls",0.1424362,0.6787592,0.6190592,"F"
1393,18,"girls",0.1424362,0.9675862,-0.124804,"F"
1394,18,"girls",0.1424362,0.6787592,-0.45541,"F"
1395,18,"girls",0.1424362,-0.699505,-0.042152,"F"
1396,18,"girls",0.1424362,1.3747412,1.2802712,"F"
1397,18,"girls",0.1424362,-0.419801,1.1149682,"F"
1398,18,"girls",0.1424362,-1.219486,-1.03397,"F"
1399,18,"girls",0.1424362,-0.419801,0.9496652,"F"
1400,18,"girls",0.1424362,-0.623051,0.3711052,"F"
1401,18,"girls",0.1424362,-1.438662,-0.620713,"F"
1402,18,"girls",0.1424362,-1.029067,-0.372758,"F"
1403,18,"girls",0.1424362,0.6107292,0.6190592,"F"
1404,18,"girls",0.1424362,0.9675862,0.5364082,"F"
1405,18,"girls",0.1424362,1.4395322,1.2802712,"F"
1406,18,"girls",0.1424362,-0.492781,-0.786016,"F"
1407,18,"girls",0.1424362,-0.555112,-0.124804,"F"
1408,18,"girls",0.1424362,0.0043222,0.7017112,"F"
1409,18,"girls",0.1424362,1.3101422,-0.042152,"F"
1410,18,"girls",0.1424362,0.7472282,-1.529879,"F"
1411,18,"girls",0.1424362,-1.029067,-0.372758,"F"
1412,18,"girls",0.1424362,1.2405332,-0.042152,"F"
1413,18,"girls",0.1424362,-0.129085,-0.538061,"F"
1414,18,"girls",0.1424362,-1.962075,-0.620713,"F"
1415,18,"girls",0.1424362,0.4781942,0.3711052,"F"
1416,18,"girls",0.1424362,-0.85267,0.3711052,"F"
1417,18,"girls",0.1424362,-1.029067,-0.207455,"F"
1418,18,"girls",0.1424362,0.3280722,0.4537562,"F"
1419,18,"girls",0.1424362,-2.108644,0.2058022,"F"
1420,18,"girls",0.1424362,-1.029067,0.4537562,"F"
1421,18,"girls",0.1424362,0.0043222,0.2884532,"F"
1422,18,"girls",0.1424362,1.1758492,0.4537562,"F"
1423,18,"girls",0.1424362,0.3280722,-0.786016,"F"
1424,18,"girls",0.1424362,-0.776109,-0.372758,"F"
1425,18,"girls",0.1424362,0.8219882,0.5364082,"F"
1426,18,"girls",0.1424362,1.0396082,0.8670142,"F"
1427,18,"girls",0.1424362,0.8965662,0.1231502,"F"
1428,18,"girls",0.1424362,0.3280722,0.1231502,"F"
1429,18,"girls",0.1424362,0.6787592,0.3711052,"F"
1430,18,"girls",0.1424362,0.9675862,1.1976192,"F"
1431,18,"girls",0.1424362,0.8219882,0.7017112,"F"
1432,18,"girls",0.1424362,-0.939378,-0.124804,"F"
1433,18,"girls",0.1424362,0.0735362,-0.703364,"F"
1434,18,"girls",0.1424362,0.0735362,0.3711052,"F"
1435,18,"girls",0.1424362,-0.129085,0.7843622,"F"
1436,18,"girls",0.1424362,0.4781942,0.6190592,"F"
1437,18,"girls",0.1424362,0.2613242,-0.290107,"F"
1438,18,"girls",0.1424362,0.0735362,-0.207455,"F"
1439,18,"girls",0.1424362,0.4026692,1.1149682,"F"
1440,18,"girls",0.1424362,-0.129085,0.7843622,"F"
1441,18,"girls",0.1424362,-0.555112,0.2884532,"F"
1442,18,"girls",0.1424362,-0.338842,0.1231502,"F"
1443,18,"girls",0.1424362,0.5443412,0.5364082,"F"
1444,18,"girls",0.1424362,0.0043222,0.7017112,"F"
1445,19,"mixed",0.3846302,-1.62373,-1.447227,"M"
1446,19,"mixed",0.3846302,0.3280722,0.5364082,"F"
1447,19,"mixed",0.3846302,0.4781942,0.2884532,"M"
1448,19,"mixed",0.3846302,1.4395322,0.5364082,"F"
1449,19,"mixed",0.3846302,-0.129085,1.1149682,"M"
1450,19,"mixed",0.3846302,1.5792202,0.7017112,"F"
1451,19,"mixed",0.3846302,1.3101422,1.6935282,"F"
1452,19,"mixed",0.3846302,-1.029067,0.2884532,"M"
1453,19,"mixed",0.3846302,-0.338842,0.2058022,"M"
1454,19,"mixed",0.3846302,0.3280722,0.8670142,"M"
1455,19,"mixed",0.3846302,0.2613242,0.8670142,"M"
1456,19,"mixed",0.3846302,0.4781942,0.2884532,"M"
1457,19,"mixed",0.3846302,0.6107292,-0.372758,"F"
1458,19,"mixed",0.3846302,-0.776109,-0.290107,"M"
1459,19,"mixed",0.3846302,1.4395322,1.0323172,"F"
1460,19,"mixed",0.3846302,-0.623051,0.4537562,"M"
1461,19,"mixed",0.3846302,-1.335315,-0.042152,"M"
