Student,Discipline,Grad
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
NonAthlete,B,1
