"year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour","UA","DL","AA","US"
2013,9,12,732,735,-3,1013,1031,-18,"DL",183,"N710TW","JFK","SEA",317,2422,7,35,1694588400,0,1,0,0
2013,6,29,1100,1106,-6,1251,1324,-33,"UA",405,"N405UA","LGA","DEN",209,1620,11,6,1688122800,1,0,0,0
2013,6,27,1649,1545,64,2009,1911,58,"DL",31,"N391DA","JFK","SLC",270,1990,15,45,1687964400,0,1,0,0
2013,9,8,1452,1459,-7,1623,1630,-7,"UA",798,"N445UA","EWR","ORD",114,719,14,59,1694268000,1,0,0,0
2013,6,10,2119,2029,50,58,27,31,"UA",1244,"N37465","EWR","SJU",202,1608,20,29,1686513600,1,0,0,0
2013,8,22,1329,1300,29,1426,1416,10,"US",2181,"N702UW","LGA","DCA",45,214,13,0,1692795600,0,0,0,1
2013,10,7,849,830,19,1004,1007,-3,"9E",3521,"N914XJ","JFK","ORD",113,740,8,30,1696752000,0,0,0,0
2013,7,12,1151,1155,-4,1452,1455,-3,"AA",2147,"N3JWAA","EWR","MIA",156,1085,11,55,1689246000,0,0,1,0
2013,7,1,849,853,-4,1231,1212,19,"B6",15,"N715JB","JFK","SFO",325,2586,8,53,1688284800,0,0,0,0
2013,12,4,1746,1715,31,1942,1915,27,"AA",199,"N3CWAA","JFK","ORD",135,740,17,15,1701795600,0,0,1,0
2013,1,16,1722,1715,7,2051,2019,32,"DL",1585,"N946DL","LGA","MCO",155,950,17,15,1673974800,0,1,0,0
2013,11,21,757,800,-3,953,945,8,"MQ",2809,"N527MQ","LGA","STL",139,888,8,0,1700640000,0,0,0,0
2013,11,4,1956,2000,-4,2323,2315,8,"VX",415,"N361VA","JFK","LAX",355,2475,20,0,1699214400,0,0,0,0
2013,5,30,1911,1900,11,2136,2203,-27,"UA",1218,"N76514","EWR","SEA",287,2402,19,0,1685559600,1,0,0,0
2013,8,29,1833,1835,-2,2105,2046,19,"DL",2019,"N325US","LGA","MSP",139,1020,18,35,1693418400,0,1,0,0
2013,11,12,1003,1000,3,1142,1120,22,"US",2175,"N760US","LGA","DCA",45,214,10,0,1699869600,0,0,0,1
2013,10,16,552,600,-8,708,717,-9,"EV",5747,"N829AS","LGA","IAD",51,229,6,0,1697522400,0,0,0,0
2013,12,15,808,815,-7,1007,953,14,"9E",4213,"N605LR","LGA","RIC",71,292,8,15,1702713600,0,0,0,0
2013,4,26,1153,1200,-7,1334,1310,24,"US",2126,"N951UW","LGA","BOS",32,184,12,0,1682596800,0,0,0,1
2013,7,6,1021,850,91,1125,1011,74,"9E",3713,"N8683B","JFK","DCA",42,213,8,50,1688716800,0,0,0,0
2013,4,5,1126,1130,-4,1440,1421,19,"DL",695,"N920DE","JFK","MCO",166,944,11,30,1680778800,0,1,0,0
2013,9,8,830,830,0,938,947,-9,"9E",3879,"N8923A","JFK","BWI",37,184,8,30,1694246400,0,0,0,0
2013,11,12,2022,1940,42,2155,2120,35,"AA",363,"N530AA","LGA","ORD",106,733,19,40,1699902000,0,0,1,0
2013,4,23,1738,1735,3,2023,2003,20,"DL",884,"N375NC","LGA","DEN",237,1620,17,35,1682355600,0,1,0,0
2013,1,23,2023,1930,53,2230,2151,39,"9E",3798,"N8965E","JFK","CLT",90,541,19,30,1674586800,0,0,0,0
2013,9,23,1856,1905,-9,2015,2025,-10,"WN",381,"N292WN","LGA","MKE",111,738,19,5,1695582000,0,0,0,0
2013,8,28,722,705,17,947,955,-8,"AA",707,"N3GEAA","LGA","DFW",180,1389,7,5,1693292400,0,0,1,0
2013,3,26,18,2138,160,310,29,161,"B6",383,"N588JB","LGA","FLL",149,1076,21,38,1679950800,0,0,0,0
2013,6,10,1520,1456,24,1726,1724,2,"UA",1222,"N75435","EWR","LAS",286,2227,14,56,1686492000,1,0,0,0
2013,11,19,1436,1440,-4,1650,1706,-16,"B6",575,"N273JB","JFK","MSY",173,1182,14,40,1700488800,0,0,0,0
2013,3,16,557,600,-3,846,858,-12,"UA",1115,"N78501","EWR","TPA",149,997,6,0,1679032800,1,0,0,0
2013,12,27,654,705,-11,1003,1032,-29,"DL",2003,"N946DL","LGA","MIA",160,1096,7,5,1703746800,0,1,0,0
2013,12,18,946,945,1,1242,1300,-18,"AA",1223,"N4XDAA","EWR","DFW",198,1372,9,45,1702976400,0,0,1,0
2013,7,12,2107,2059,8,2328,12,-44,"UA",1439,"N54241","EWR","LAX",287,2454,20,59,1689278400,1,0,0,0
2013,3,1,828,830,-2,949,1005,-16,"WN",1171,"N913WN","EWR","MDW",108,711,8,30,1677744000,0,0,0,0
2013,12,19,1501,1345,76,1736,1646,50,"UA",1695,"N67052","EWR","IAH",184,1400,13,45,1703077200,1,0,0,0
2013,10,8,1549,1555,-6,1812,1828,-16,"DL",1705,"N352NW","LGA","MSY",153,1183,15,55,1696863600,0,1,0,0
2013,5,18,2001,1959,2,2059,2129,-30,"UA",1412,"N78524","EWR","BOS",43,200,19,59,1684522800,1,0,0,0
2013,11,4,1711,1712,-1,2016,2002,14,"UA",246,"N824UA","EWR","DFW",211,1372,17,12,1699203600,1,0,0,0
2013,2,17,909,915,-6,1236,1236,0,"DL",2379,"N334NB","LGA","FLL",172,1076,9,15,1676710800,0,1,0,0
2013,12,28,959,955,4,1137,1120,17,"WN",752,"N452WN","LGA","MKE",114,738,9,55,1703840400,0,0,0,0
2013,3,29,1022,1020,2,1322,1330,-8,"AA",731,"N3JXAA","LGA","DFW",210,1389,10,20,1680170400,0,0,1,0
2013,11,8,1757,1757,0,2102,2103,-1,"DL",2370,"N320NB","LGA","PBI",142,1035,17,57,1699549200,0,1,0,0
2013,8,11,1529,1537,-8,1725,1738,-13,"EV",4576,"N12195","EWR","GRR",93,605,15,37,1691852400,0,0,0,0
2013,7,27,713,721,-8,831,903,-32,"EV",4125,"N14188","EWR","GSO",65,445,7,21,1690527600,0,0,0,0
2013,1,30,1009,1015,-6,1321,1330,-9,"UA",680,"N563UA","LGA","IAH",231,1416,10,15,1675159200,1,0,0,0
2013,12,15,1150,1100,50,1350,1253,57,"9E",3475,"N292PQ","EWR","DTW",85,488,11,0,1702724400,0,0,0,0
2013,11,11,908,850,18,1236,1228,8,"B6",15,"N806JB","JFK","SFO",356,2586,8,50,1699776000,0,0,0,0
2013,9,4,1653,1700,-7,1753,1815,-22,"US",2156,"N967UW","LGA","BOS",41,184,17,0,1693933200,0,0,0,1
2013,6,26,2034,2030,4,2247,2206,41,"9E",3395,"N928XJ","JFK","DCA",56,213,20,30,1687896000,0,0,0,0
2013,3,15,1441,1445,-4,1747,1819,-32,"DL",963,"N711ZX","JFK","LAX",337,2475,14,45,1678975200,0,1,0,0
2013,4,11,846,840,6,1140,1150,-10,"UA",443,"N560UA","JFK","LAX",330,2475,8,40,1681286400,1,0,0,0
2013,5,27,621,627,-6,902,900,2,"B6",203,"N656JB","JFK","LAS",312,2248,6,27,1685253600,0,0,0,0
2013,2,17,1648,1630,18,2013,2015,-2,"VX",27,"N636VA","JFK","SFO",368,2586,16,30,1676736000,0,0,0,0
2013,4,14,1011,1015,-4,1240,1310,-30,"AA",731,"N3JEAA","LGA","DFW",190,1389,10,15,1681552800,0,0,1,0
2013,12,23,1746,1730,16,1948,1928,20,"US",687,"N669AW","EWR","CLT",107,529,17,30,1703437200,0,0,0,1
2013,12,19,1659,1700,-1,2004,2012,-8,"UA",246,"N452UA","LGA","IAH",201,1416,17,0,1703091600,1,0,0,0
2013,5,14,1825,1830,-5,1931,1955,-24,"MQ",4484,"N725MQ","LGA","BNA",107,764,18,30,1684173600,0,0,0,0
2013,12,11,1050,1100,-10,1147,1210,-23,"US",2144,"N948UW","LGA","BOS",38,184,11,0,1702378800,0,0,0,1
2013,10,28,802,800,2,1016,1022,-6,"UA",561,"N529UA","LGA","DEN",226,1620,8,0,1698566400,1,0,0,0
2013,11,21,1535,1450,45,1743,1649,54,"US",1995,"N538UW","LGA","CLT",92,544,14,50,1700661600,0,0,0,1
2013,1,30,2153,2159,-6,2315,2300,15,"EV",4519,"N13553","EWR","BWI",53,169,21,59,1675198800,0,0,0,0
2013,9,24,1532,1529,3,1851,1846,5,"UA",1246,"N37427","EWR","SFO",344,2565,15,29,1695654000,1,0,0,0
2013,5,2,1843,1821,22,2152,2126,26,"UA",1587,"N34222","EWR","RSW",155,1068,18,21,1683136800,1,0,0,0
2013,6,8,1853,1859,-6,2157,2215,-18,"UA",1152,"N38473","EWR","PDX",341,2434,18,59,1686333600,1,0,0,0
2013,8,25,2104,2000,64,2334,2305,29,"UA",270,"N576UA","EWR","FLL",127,1065,20,0,1693080000,1,0,0,0
2013,6,11,1554,1540,14,1906,1858,8,"UA",257,"N505UA","JFK","SFO",348,2586,15,40,1686582000,1,0,0,0
2013,1,6,658,700,-2,836,835,1,"UA",297,"N463UA","EWR","ORD",119,719,7,0,1673074800,1,0,0,0
2013,1,9,1035,1031,4,1420,1403,17,"B6",641,"N806JB","JFK","SFO",379,2586,10,31,1673344800,0,0,0,0
2013,5,25,24,2245,99,134,1,93,"B6",128,"N355JB","JFK","BTV",54,266,22,45,1685138400,0,0,0,0
2013,2,18,1920,1820,60,2022,1942,40,"B6",1307,"N198JB","JFK","IAD",46,228,18,20,1676829600,0,0,0,0
2013,7,10,1500,1359,61,1803,1650,73,"UA",1211,"N33266","EWR","LAX",330,2454,13,59,1689080400,1,0,0,0
2013,11,8,1850,1851,-1,2150,2200,-10,"UA",1128,"N24706","LGA","IAH",203,1416,18,51,1699552800,1,0,0,0
2013,11,10,1246,1245,1,1536,1537,-1,"B6",383,"N508JB","JFK","MCO",140,944,12,45,1699704000,0,0,0,0
2013,10,30,1457,1509,-12,1735,1731,4,"UA",745,"N565UA","LGA","DEN",255,1620,15,9,1698764400,1,0,0,0
2013,7,17,1610,1435,95,1800,1600,120,"9E",3969,"N8968E","JFK","BWI",43,184,14,35,1689688800,0,0,0,0
2013,8,30,1254,1257,-3,1439,1458,-19,"US",1895,"N182UW","LGA","CLT",75,544,12,57,1693483200,0,0,0,1
2013,4,7,1133,1135,-2,1447,1449,-2,"DL",2044,"N976DL","LGA","MIA",153,1096,11,35,1680951600,0,1,0,0
2013,10,29,1156,1200,-4,1246,1304,-18,"B6",2380,"N339JB","EWR","BOS",35,200,12,0,1698667200,0,0,0,0
2013,3,4,1008,1000,8,1135,1137,-2,"UA",1460,"N77530","LGA","ORD",108,733,10,0,1678010400,1,0,0,0
2013,1,3,815,815,0,949,958,-9,"9E",3521,"N914XJ","JFK","ORD",123,740,8,15,1672819200,0,0,0,0
2013,11,17,1026,1030,-4,1256,1244,12,"DL",2343,"N358NB","EWR","ATL",122,746,10,30,1700301600,0,1,0,0
2013,5,23,748,748,0,925,931,-6,"EV",4099,"N13964","EWR","STL",127,872,7,48,1684911600,0,0,0,0
2013,12,23,1453,1440,13,1653,1644,9,"DL",1231,"N966DL","LGA","DTW",90,502,14,40,1703426400,0,1,0,0
2013,10,24,628,630,-2,842,840,2,"US",2085,"N191UW","LGA","CLT",114,544,6,30,1698213600,0,0,0,1
2013,1,7,802,810,-8,939,955,-16,"MQ",4406,"N730MQ","JFK","RDU",66,427,8,10,1673164800,0,0,0,0
2013,8,19,610,611,-1,954,954,0,"B6",1403,"N789JB","JFK","SJU",201,1598,6,11,1692511200,0,0,0,0
2013,11,19,1545,1545,0,1806,1756,10,"EV",4576,"N11535","EWR","GRR",109,605,15,45,1700492400,0,0,0,0
2013,6,9,847,850,-3,1248,1300,-12,"AA",1357,"N5FNAA","JFK","SJU",206,1598,8,50,1686384000,0,0,1,0
2013,2,15,1450,1450,0,1626,1640,-14,"MQ",4403,"N853MQ","JFK","RDU",78,427,14,50,1676556000,0,0,0,0
2013,1,4,559,600,-1,902,925,-23,"UA",303,"N557UA","JFK","SFO",334,2586,6,0,1672898400,1,0,0,0
2013,9,5,742,700,42,951,934,17,"DL",1547,"N958DL","LGA","ATL",103,762,7,0,1693983600,0,1,0,0
2013,11,9,649,655,-6,904,920,-16,"AA",1263,"N634AA","JFK","LAS",291,2248,6,55,1699596000,0,0,1,0
2013,6,8,1548,1555,-7,1759,1844,-45,"DL",161,"N3740C","JFK","LAS",295,2248,15,55,1686322800,0,1,0,0
2013,1,1,656,659,-3,949,959,-10,"AA",1815,"N5FMAA","JFK","MCO",142,944,6,59,1672639200,0,0,1,0
2013,11,6,1912,1650,142,2024,1802,142,"B6",918,"N281JB","JFK","BOS",39,187,16,50,1699372800,0,0,0,0
2013,5,28,1545,1545,0,1919,1901,18,"DL",141,"N326US","JFK","FLL",148,1069,15,45,1685372400,0,1,0,0
2013,10,1,1907,1910,-3,2128,2208,-40,"DL",2159,"N918DE","JFK","MCO",118,944,19,10,1696273200,0,1,0,0
2013,10,4,656,700,-4,948,1008,-20,"UA",1299,"N37474","EWR","RSW",149,1068,7,0,1696489200,1,0,0,0
2013,4,4,1803,1805,-2,2108,2128,-20,"B6",217,"N547JB","JFK","LGB",329,2465,18,5,1680717600,0,0,0,0
2013,8,21,756,805,-9,918,950,-32,"9E",3611,"N8948B","JFK","PIT",61,340,8,5,1692691200,0,0,0,0
2013,1,25,947,955,-8,1052,1100,-8,"9E",3667,"N8515F","JFK","PHL",30,94,9,55,1674723600,0,0,0,0
2013,9,27,649,655,-6,906,914,-8,"UA",343,"N567UA","LGA","DEN",230,1620,6,55,1695880800,1,0,0,0
2013,3,14,721,705,16,839,837,2,"EV",4547,"N13566","EWR","BNA",113,748,7,5,1678863600,0,0,0,0
2013,1,20,2109,2100,9,2229,2220,9,"MQ",3744,"N523MQ","EWR","ORD",122,719,21,0,1674334800,0,0,0,0
2013,11,1,1935,1930,5,2228,2238,-10,"B6",225,"N768JB","JFK","TPA",152,1005,19,30,1698951600,0,0,0,0
2013,7,24,1653,1655,-2,1847,1900,-13,"US",681,"N642AW","EWR","PHX",274,2133,16,55,1690300800,0,0,0,1
2013,9,10,1624,1630,-6,1813,1825,-12,"EV",5461,"N753EV","LGA","RDU",64,431,16,30,1694448000,0,0,0,0
2013,7,22,811,815,-4,942,955,-13,"EV",4872,"N611QX","LGA","RIC",57,292,8,15,1690099200,0,0,0,0
2013,2,21,644,645,-1,945,958,-13,"UA",449,"N496UA","EWR","RSW",167,1068,6,45,1677045600,1,0,0,0
2013,10,5,1016,1020,-4,1253,1310,-17,"B6",925,"N559JB","JFK","TPA",135,1005,10,20,1696586400,0,0,0,0
2013,6,9,1815,1815,0,2103,2105,-2,"UA",1218,"N14230","EWR","DFW",189,1372,18,15,1686420000,1,0,0,0
2013,10,14,1657,1700,-3,1937,1945,-8,"AA",45,"N628AA","JFK","LAS",310,2248,17,0,1697389200,0,0,1,0
2013,7,5,1557,1600,-3,1834,1849,-15,"B6",543,"N657JB","EWR","PBI",137,1023,16,0,1688659200,0,0,0,0
2013,1,11,1641,1645,-4,1842,1900,-18,"DL",1473,"N323NB","LGA","MEM",143,963,16,45,1673539200,0,1,0,0
2013,5,21,625,629,-4,836,825,11,"US",1609,"N126UW","EWR","CLT",79,529,6,29,1684735200,0,0,0,1
2013,4,8,740,700,40,1108,1010,58,"AA",2279,"N3ADAA","LGA","MIA",151,1096,7,0,1681023600,0,0,1,0
2013,4,20,1841,1830,11,1953,2013,-20,"UA",1523,"N17719","EWR","ORD",111,719,18,30,1682100000,1,0,0,0
2013,10,24,1720,1720,0,2029,2030,-1,"AA",291,"N3HBAA","JFK","AUS",221,1521,17,20,1698253200,0,0,1,0
2013,7,1,752,800,-8,1024,1021,3,"B6",677,"N178JB","JFK","JAX",122,828,8,0,1688284800,0,0,0,0
2013,9,15,727,729,-2,830,848,-18,"EV",4420,"N13979","EWR","ORF",48,284,7,29,1694847600,0,0,0,0
2013,9,22,1930,1900,30,2245,2232,13,"DL",1465,"N721TW","JFK","SFO",334,2586,19,0,1695495600,0,1,0,0
2013,7,30,856,900,-4,1111,1120,-9,"DL",485,"N302NB","EWR","ATL",98,746,9,0,1690794000,0,1,0,0
2013,6,12,1812,1758,14,1948,1955,-7,"UA",1053,"N16732","EWR","CLE",67,404,17,58,1686675600,1,0,0,0
2013,7,20,1159,1205,-6,1325,1353,-28,"9E",3601,"N8390A","JFK","RDU",67,427,12,5,1689940800,0,0,0,0
2013,8,28,1245,1242,3,1344,1349,-5,"B6",1318,"N346JB","JFK","BOS",36,187,12,42,1693310400,0,0,0,0
2013,8,23,1958,2000,-2,2225,2225,0,"MQ",3662,"N502MQ","LGA","ATL",104,762,20,0,1692907200,0,0,0,0
2013,5,5,2155,2159,-4,2258,2326,-28,"UA",625,"N457UA","EWR","BOS",40,200,21,59,1683406800,1,0,0,0
2013,4,23,1705,1600,65,1855,1720,95,"AA",854,"N3GCAA","JFK","BOS",62,187,16,0,1682352000,0,0,1,0
2013,7,12,1449,1450,-1,1717,1652,25,"US",1543,"N199UW","LGA","CLT",100,544,14,50,1689256800,0,0,0,1
2013,10,1,2017,2025,-8,2249,2342,-53,"DL",2065,"N397DA","JFK","FLL",132,1069,20,25,1696276800,0,1,0,0
2013,6,26,1428,1425,3,1538,1554,-16,"B6",2402,"N324JB","JFK","BUF",54,301,14,25,1687874400,0,0,0,0
2013,7,2,1438,1445,-7,1552,1631,-39,"EV",5483,"N753EV","LGA","BGR",54,378,14,45,1688392800,0,0,0,0
2013,4,30,943,950,-7,1300,1252,8,"B6",503,"N706JB","EWR","FLL",164,1065,9,50,1682931600,0,0,0,0
2013,1,12,658,705,-7,923,1002,-39,"B6",389,"N629JB","LGA","MCO",124,950,7,5,1673593200,0,0,0,0
2013,2,22,1755,1800,-5,1903,1913,-10,"US",2138,"N954UW","LGA","BOS",34,184,18,0,1677175200,0,0,0,1
2013,4,3,1821,1800,21,2149,2118,31,"UA",1721,"N76504","EWR","LAX",337,2454,18,0,1680631200,1,0,0,0
2013,1,8,824,828,-4,1058,1105,-7,"B6",611,"N178JB","JFK","JAX",123,828,8,28,1673251200,0,0,0,0
2013,8,11,1903,1830,33,2206,2140,26,"B6",305,"N592JB","EWR","FLL",144,1065,18,30,1691863200,0,0,0,0
2013,2,19,1518,1450,28,1702,1626,36,"EV",4558,"N14173","EWR","RDU",77,416,14,50,1676901600,0,0,0,0
2013,1,19,601,600,1,711,724,-13,"EV",6012,"N19554","LGA","IAD",48,229,6,0,1674194400,0,0,0,0
2013,5,28,1639,1545,54,1837,1745,52,"MQ",4146,"N637MQ","JFK","CMH",73,483,15,45,1685372400,0,0,0,0
2013,6,4,628,635,-7,827,844,-17,"EV",4393,"N13538","EWR","IND",99,645,6,35,1685944800,0,0,0,0
2013,12,6,1514,1455,19,1731,1650,41,"MQ",3391,"N813MQ","LGA","CMH",88,479,14,55,1701957600,0,0,0,0
2013,4,20,1337,1340,-3,1619,1640,-21,"AA",753,"N3GSAA","LGA","DFW",207,1389,13,40,1682082000,0,0,1,0
2013,6,29,1921,1855,26,2239,2216,23,"B6",669,"N638JB","JFK","SJC",321,2569,18,55,1688148000,0,0,0,0
2013,11,26,1559,1600,-1,1818,1826,-8,"9E",2922,"N902XJ","JFK","MSP",156,1029,16,0,1701100800,0,0,0,0
2013,9,14,802,805,-3,1039,1050,-11,"UA",395,"N541UA","EWR","MCO",132,937,8,5,1694764800,1,0,0,0
2013,4,21,1243,1250,-7,1605,1548,17,"B6",85,"N570JB","JFK","FLL",165,1069,12,50,1682164800,0,0,0,0
2013,3,18,2037,1935,62,2355,2235,80,"DL",1485,"N991DL","LGA","MCO",140,950,19,35,1679252400,0,1,0,0
2013,3,20,1724,1725,-1,2016,2036,-20,"DL",1185,"N370NW","EWR","SLC",271,1969,17,25,1679418000,0,1,0,0
2013,10,31,543,545,-2,852,827,25,"UA",1714,"N39728","LGA","IAH",220,1416,5,45,1698814800,1,0,0,0
2013,4,28,1152,1155,-3,1306,1310,-4,"MQ",4425,"N804MQ","JFK","DCA",52,213,11,55,1682766000,0,0,0,0
2013,10,25,1732,1629,63,1919,1750,89,"YV",3771,"N509MJ","LGA","IAD",47,229,16,29,1698336000,0,0,0,0
2013,2,3,1346,1354,-8,1450,1500,-10,"EV",4434,"N14562","EWR","MHT",37,209,13,54,1675515600,0,0,0,0
2013,10,14,1941,1947,-6,2249,2250,-1,"B6",201,"N623JB","JFK","FLL",128,1069,19,47,1697396400,0,0,0,0
2013,2,7,1440,1439,1,1740,1751,-11,"UA",1175,"N14214","EWR","RSW",154,1068,14,39,1675864800,1,0,0,0
2013,10,31,1853,1900,-7,2117,2125,-8,"DL",1715,"N345NB","LGA","MSY",172,1183,19,0,1698865200,0,1,0,0
2013,1,23,1109,845,144,1211,1015,116,"9E",3405,"N600LR","JFK","DCA",45,213,8,45,1674547200,0,0,0,0
2013,9,24,650,700,-10,845,900,-15,"9E",3769,"N8948B","EWR","CVG",93,569,7,0,1695625200,0,0,0,0
2013,11,16,1749,1800,-11,1901,1931,-30,"9E",3726,"N8855A","LGA","ROC",45,254,18,0,1700244000,0,0,0,0
2013,11,15,801,755,6,1049,1114,-25,"UA",584,"N440UA","EWR","PDX",327,2434,7,55,1700118000,1,0,0,0
2013,8,30,909,915,-6,1046,1113,-27,"EV",5169,"N132EV","EWR","DTW",77,488,9,15,1693472400,0,0,0,0
2013,8,11,1900,1825,35,2114,2046,28,"9E",3807,"N8771A","EWR","CVG",92,569,18,25,1691863200,0,0,0,0
2013,3,8,1700,1705,-5,1815,1830,-15,"MQ",4410,"N821MQ","JFK","DCA",51,213,17,5,1678381200,0,0,0,0
2013,10,13,2129,2129,0,2324,2323,1,"EV",3833,"N22971","EWR","CLT",83,529,21,29,1697317200,0,0,0,0
2013,10,19,722,725,-3,850,855,-5,"WN",1439,"N7740A","EWR","BNA",126,748,7,25,1697785200,0,0,0,0
2013,4,23,1141,1140,1,1411,1431,-20,"UA",1106,"N17719","EWR","IAH",192,1400,11,40,1682334000,1,0,0,0
2013,8,31,1931,1935,-4,2211,2252,-41,"DL",87,"N618DL","JFK","SLC",259,1990,19,35,1693594800,0,1,0,0
2013,4,6,856,900,-4,1121,1116,5,"EV",4686,"N11176","EWR","MCI",169,1092,9,0,1680858000,0,0,0,0
2013,11,25,1957,2001,-4,2226,2220,6,"EV",4321,"N18102","EWR","MCI",189,1092,20,1,1701028800,0,0,0,0
2013,7,25,1140,1135,5,1440,1451,-11,"DL",954,"N942DL","LGA","FLL",148,1076,11,35,1690369200,0,1,0,0
2013,11,15,1012,1000,12,1308,1245,23,"DL",1847,"N933DL","LGA","ATL",127,762,10,0,1700128800,0,1,0,0
2013,3,16,857,900,-3,1208,1224,-16,"DL",120,"N705TW","JFK","LAX",349,2475,9,0,1679043600,0,1,0,0
2013,7,13,1505,1505,0,1705,1715,-10,"MQ",3402,"N738MQ","LGA","TVC",94,655,15,5,1689346800,0,0,0,0
2013,9,27,734,740,-6,1006,1035,-29,"B6",163,"N183JB","JFK","SRQ",135,1041,7,40,1695884400,0,0,0,0
2013,11,30,1810,1815,-5,2121,2146,-25,"DL",426,"N195DN","JFK","LAX",336,2475,18,15,1701453600,0,1,0,0
2013,5,22,1702,1559,63,1923,1814,69,"MQ",3985,"N628MQ","JFK","CVG",107,589,15,59,1684854000,0,0,0,0
2013,7,28,859,905,-6,1017,1016,1,"B6",1634,"N231JB","JFK","BTV",44,266,9,5,1690621200,0,0,0,0
2013,9,22,1544,1530,14,1721,1715,6,"WN",1013,"N7739A","LGA","STL",125,888,15,30,1695481200,0,0,0,0
2013,10,13,1341,1345,-4,1620,1633,-13,"B6",581,"N570JB","JFK","HOU",192,1428,13,45,1697288400,0,0,0,0
2013,1,15,643,645,-2,927,920,7,"UA",343,"N418UA","LGA","DEN",259,1620,6,45,1673848800,1,0,0,0
2013,11,29,706,705,1,1200,1156,4,"B6",3,"N568JB","JFK","SJU",204,1598,7,5,1701327600,0,0,0,0
2013,1,17,826,830,-4,1329,1335,-6,"DL",301,"N678DL","JFK","SJU",213,1598,8,30,1674028800,0,1,0,0
2013,12,1,556,600,-4,846,846,0,"B6",583,"N583JB","JFK","MCO",134,944,6,0,1701496800,0,0,0,0
2013,1,16,1215,1134,41,1445,1345,60,"DL",2219,"N369NB","LGA","MSP",165,1020,11,34,1673953200,0,1,0,0
2013,3,15,729,735,-6,922,935,-13,"EV",4344,"N19554","EWR","DTW",92,488,7,35,1678950000,0,0,0,0
2013,8,16,1543,1545,-2,1812,1814,-2,"DL",1705,"N330NB","LGA","MSY",175,1183,15,45,1692284400,0,1,0,0
2013,12,2,957,1001,-4,1320,1322,-2,"UA",471,"N524UA","EWR","SFO",363,2565,10,1,1701597600,1,0,0,0
2013,2,5,2248,2100,108,57,2250,127,"MQ",4584,"N8EGMQ","LGA","CLT",84,544,21,0,1675717200,0,0,0,0
2013,1,9,634,636,-2,936,945,-9,"UA",1701,"N87531","EWR","FLL",154,1065,6,36,1673330400,1,0,0,0
2013,2,27,618,620,-2,1134,1102,32,"B6",709,"N586JB","JFK","SJU",208,1598,6,20,1677564000,0,0,0,0
2013,6,13,2209,2021,108,2334,2200,94,"UA",1464,"N13718","EWR","CLE",63,404,20,21,1686772800,1,0,0,0
2013,10,28,1259,1259,0,1546,1555,-9,"UA",1280,"N27722","LGA","IAH",199,1416,12,59,1698580800,1,0,0,0
2013,3,26,1715,1706,9,2007,2016,-9,"B6",15,"N203JB","JFK","FLL",155,1069,17,6,1679936400,0,0,0,0
2013,5,7,1205,1209,-4,1431,1453,-22,"UA",377,"N442UA","EWR","IAH",179,1400,12,9,1683547200,1,0,0,0
2013,12,20,703,700,3,1031,1025,6,"VX",399,"N633VA","JFK","LAX",343,2475,7,0,1703142000,0,0,0,0
2013,4,20,842,829,13,1136,1057,39,"B6",611,"N190JB","JFK","JAX",141,828,8,29,1682064000,0,0,0,0
2013,1,20,1721,1725,-4,2016,2023,-7,"UA",1178,"N17105","EWR","IAH",208,1400,17,25,1674320400,1,0,0,0
2013,11,29,555,600,-5,1054,1043,11,"B6",1403,"N521JB","JFK","SJU",211,1598,6,0,1701324000,0,0,0,0
2013,4,2,1339,1340,-1,1448,1459,-11,"B6",602,"N324JB","JFK","PWM",53,273,13,40,1680526800,0,0,0,0
2013,2,7,1756,1800,-4,1918,1913,5,"US",2185,"N768US","LGA","DCA",45,214,18,0,1675879200,0,0,0,1
2013,10,29,655,659,-4,924,955,-31,"UA",537,"N402UA","EWR","PBI",130,1023,6,59,1698645600,1,0,0,0
2013,7,8,1821,1635,106,2115,1833,162,"EV",5509,"N716EV","EWR","DTW",76,488,16,35,1688918400,0,0,0,0
2013,9,23,1903,1905,-2,2144,2137,7,"DL",1729,"N3758Y","JFK","LAS",288,2248,19,5,1695582000,0,1,0,0
2013,7,21,1937,1940,-3,2239,2224,15,"EV",4204,"N12163","EWR","OKC",202,1325,19,40,1690052400,0,0,0,0
2013,9,2,2157,2005,112,2339,2130,129,"MQ",3604,"N508MQ","EWR","ORD",130,719,20,5,1693771200,0,0,0,0
2013,8,17,625,620,5,729,730,-1,"WN",3396,"N434WN","EWR","MDW",105,711,6,20,1692338400,0,0,0,0
2013,1,7,1457,1500,-3,1703,1655,8,"MQ",4429,"N734MQ","LGA","CMH",76,479,15,0,1673190000,0,0,0,0
2013,11,28,1305,1250,15,1421,1415,6,"WN",124,"N254WN","LGA","MKE",114,738,12,50,1701259200,0,0,0,0
2013,4,30,653,700,-7,956,1009,-13,"DL",2003,"N945DL","LGA","MIA",154,1096,7,0,1682924400,0,1,0,0
2013,6,23,1438,1440,-2,1619,1643,-24,"DL",1231,"N358NB","LGA","DTW",75,502,14,40,1687615200,0,1,0,0
2013,7,14,1601,1525,36,1737,1725,12,"MQ",3199,"N530MQ","LGA","CLT",72,544,15,25,1689433200,0,0,0,0
